0,1,2,credits,imdbId,movieId,overview,popularity,production_countries,release_date,tmdbId,vote_average
3575,Defying Gravity (1997),Drama,John Keitel,156460.0,3575.0,John Keitel wrote the film based on his personal undergraduate experience and filmed campus footage in the neighborhood and environs surrounding his graduate film school alma mater USC.,1.643,United States of America,1999-07-09,31978.0,6.6
3576,"Hidden, The (1987)",Action|Horror|Sci-Fi,Jack Sholder,93185.0,3576.0,"An FBI agent (Kyle MacLachlan) and a homicide detective (Michael Nouri) hunt an alien is on the run in America. To get his kicks, it kills anything that gets in its way, and uses the body as a new hiding place. This alien has a goal in life; power.",6.645,United States of America,1987-10-30,12476.0,6.8
3577,Two Moon Juction (1988),Drama,,,,,,,,,
3578,Gladiator (2000),Action|Drama,Ridley Scott,172495.0,3578.0,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",22.836,United Kingdom,2000-05-01,98.0,8.1
3579,I Dreamed of Africa (2000),Drama,Hugh Hudson,167203.0,3579.0,"Inspired by the true story of indomitable Kuki Gallmann, the film tells of a beautiful and inquisitive woman who had the courage to escape from her comfortable yet monotonous life in Italy to start anew in the African wilderness with her son, Emanuele, and her new husband, Paolo. Gallmann faces great danger there but eventually becomes a celebrated conservationist.",3.933,United States of America,2000-05-05,21311.0,5.6
3580,Up at the Villa (2000),Drama,Philip Haas,153464.0,3580.0,"Superficial people are revealed and drastically changed by circumstance or luck in this a tale of death, seduction, blackmail and theft among British and Americans in Florence in the turbulent days just before World War II.",1.831,United Kingdom,2000-04-14,47724.0,5.7
3581,Human Traffic (1999),Drama,Justin Kerrigan,188674.0,3581.0,"Five twenty-something friends spend a drug-fueled weekend in Cardiff, Wales.",5.511,United Kingdom,1999-06-04,11129.0,6.8
3582,"Jails, Hospitals & Hip-Hop (2000)",Drama,,210130.0,3582.0,"Jails, Hospitals &amp; Hip-Hop is a cinematic tour de force that is unprecedented in film or hip-hop history. From the mind of Brooklyn actor, performance artist and hip-hop activist Danny Hoch, this film spins out the stories of ten lives shocked by global hip-hop, the prison system and life in general. Moving masterfully in and out of the characters while the camera cuts from film narrative to live performances, Danny blows your mind and makes you look at cultural power in a new way that is hysterically funny, tragically sad and uplifting all at once.",,,,94214.0,
3583,Black Tights (Les Collants Noirs) (1960),Drama,Terence Young,,,"Live scenes of Paris and a continuity Narrator link together four dramatic choreographies, all by Roland Petit: Carmen (1949), La croqueuse de diamants (1950), Deuil en 24 heures (1953), and Cyrano de Bergerac (1959).",1.026,France,1962-02-20,,3.7
3584,Breathless (1983),Action|Drama|Romance|Thriller,Jim McBride,85276.0,3584.0,"Jesse has to get out of Las Vegas quickly, and steals a car to drive to L.A. On the way he shoots a police man. When he makes it to L.A. he stays with Monica, a girl he has only known for a few days. As the film progresses, the police get closer to him, and the crimes escalate.",4.877,United States of America,1983-05-13,1058.0,5.8
3585,"Great Locomotive Chase, The (1956)",Adventure|War,Lawrence Edward Watkin,49279.0,3585.0,"During the Civil War, a Union spy, Andrews, is asked to lead a band of Union soldiers into the South so that they could destroy the railway system. However, things don't go as planned when the conductor of the train that they stole is on to them and is doing everything he can to stop them. Based on a true story.",1.481,United States of America,1956-06-08,37112.0,5.8
3586,"Idolmaker, The (1980)",Drama,Taylor Hackford,80913.0,3586.0,"Based on the life of rock promoter/producer Bob Marucci, who discovered, among others, Frankie Avalon and Fabian.",0.885,United States of America,1980-11-14,42159.0,6.4
3587,Inferno (1980),Horror,Dario Argento,80923.0,3587.0,A young man returns from Rome to his sister's satanic New York apartment house.,7.369,Italy,1980-02-07,16395.0,6.7
3588,"King of Marvin Gardens, The (1972)",Crime|Drama,Bob Rafelson,68805.0,3588.0,"Jason Staebler lives on the Boardwalk and fronts for the local mob in Atlantic City. He is a dreamer, who asks his brother David, a radio personality from Philadelphia to help him build a paradise on a Pacific Island, yet another of his get-rich-quick schemes. But luck is against them both and the game ends badly - real life reduced to radio drama.",4.759,United States of America,1972-10-12,50627.0,6.3
3589,"Kill, Baby... Kill! (Operazione Paura) (1966)",Horror,Carlo Rustichelli,,,An 18th century European village is haunted by the ghost of a murderous little girl.,3.966,Italy,1966-07-08,,7.0
3590,"Lords of Flatbush, The (1974)",Comedy,Martin Davidson,71772.0,3590.0,"Directed by Martin Davidson and Stephen Verona, The Lords of Flatbush is a low budget film starring Perry King, Henry Winkler and Sylvester Stallone (who also wrote additional dialog). Set in the late 1950s, the coming-of-age story follows four Brooklyn teenagers known as The Lords of Flatbush. The Lords chase girls, steal cars, play pool and hang out at a local malt shop. The film focuses on Chico (King) attempting to win over Jane (Susan Blakely), a girl who wants little to do with him, and Stanley (Stallone), who impregnates his girlfriend Frannie, who wants him to marry her.",2.96,United States of America,1974-05-01,38925.0,6.1
3591,Mr. Mom (1983),Comedy|Drama,Stan Dragoti,85970.0,3591.0,"Jack and Caroline are a couple making a decent living When Jack suddenly loses his job. They agree that he should stay at home and look after the house while Caroline works. It's just that he's never done it before, and really doesn't have a clue...",7.475,United States of America,1983-07-22,13105.0,6.5
3592,Time Masters (Les Ma�tres du Temps) (1982),Animation|Sci-Fi,René Laloux,,,"On planet Perdide, an attack of giant hornets leaves Piel – a young boy – alone in a wrecked car with his dying father. A mayday message reaches their friend Jaffar, an adventurer travelling through space. On board Jaffar’s shuttle are the renegade Prince Matton, his fiancée, and Silbad who knows the planet Perdide well. Thus begins an incredible race across space to save Piel…  René Laloux, the director of Fantastic Planet [La Planète sauvage], created Les Maîtres du temps, his penultimate animated feature film, in 1982. A huge hit in France at the time of its release, it combines Laloux’s famous imagination with that of animation designer Jean Giraud (aka Moebius).  Les Maîtres du temps is a finely animated metaphysical rescue mission, previously seen in English-speaking countries as a dubbed version entitled Time Masters.",4.901,France,1982-03-24,,7.6
3593,Battlefield Earth (2000),Action|Sci-Fi,Roger Christian,185183.0,3593.0,"In the year 3000, man is no match for the Psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. Led by the powerful Terl, the Psychlos are stripping Earth clean of its natural resources, using the broken remnants of humanity as slaves. What is left of the human race has descended into a near primitive state. After being captured, it is up to Tyler to save mankind.",6.671,United States of America,2000-05-10,5491.0,3.0
3594,Center Stage (2000),Drama,Laurence Mark,210616.0,3594.0,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,6.6160000000000005,United States of America,2000-05-12,10560.0,6.8
3595,Held Up (2000),Comedy,Steve Rash,,,"While they're on vacation in the Southwest, Rae finds out her man Michael spent their house money on a classic car, so she dumps him, hitching a ride to Vegas for a flight home. A kid promptly steals Michael's car, leaving him at the Zip &amp; Sip, a convenience store. Three bumbling robbers promptly stage a hold up. Two take off with the cash stranding the third, with a mysterious crate, just as the cops arrive. The robber takes the store hostage. As incompetent cops bring in a SWAT team and try a by-the-book rescue, Michael has to keep the robber calm, find out what's in the crate, aid the negotiations, and get back to Rae. The Stockholm Syndrome asserts its effect.",2.291,United States of America,1999-10-08,,4.8
3596,Screwed (2000),Comedy,Michael Jablow,156323.0,3596.0,"A chauffeur kidnaps his rich boss's dog to hold it for ransom, but when she accidentally gets the dog back, she thinks that it's the chauffeur who's been kidnapped.",4.407,,2000-05-12,19419.0,5.4
3597,Whipped (2000),Comedy,Peter M. Cohen,174336.0,3597.0,"Three to one may sound like fairly good odds, but it depends on the game. When the ""one"" is one very irresistible woman and the ""three"" are three hopelessly smitten guys, the deck is pretty stacked. In the battle of the sexes, the first rule is to never underestimate the power of a woman.",2.58,United States of America,2000-09-01,23531.0,3.6
3598,Hamlet (2000),Drama,Michael Almereyda,171359.0,3598.0,Modern day adaptation of Shakespeare's immortal story about Hamlet's plight to avenge his father's murder in New York City.,3.136,United States of America,2000-05-12,10688.0,5.9
3598,Hamlet (2000),Drama,Campbell Scott,243951.0,65665.0,"To be or not to be, etc.",1.96,United States of America,2000-12-10,125705.0,0.0
3599,Anchors Aweigh (1945),Comedy|Musical,George Sidney,37514.0,3599.0,"Two sailors, Joe and Clarence have four days shore leave in spend their shore leave trying to get a girl for Clarence. Clarence has his eye on a girl with musical aspirations, and before Joe can stop him, promises to get her an audition with José Iturbi. But the trouble really starts when Joe realizes he's falling for his buddy's girl.",6.107,United States of America,1945-07-14,17889.0,7.0
